start eating,0
say say,0
crab bisque,0
fries potato,0
dietary needs,0
hot crispy,0
saying go,0
eating food,0
sized pieces,0
belly bao,0
house decided,0
typical restaurant,0
bit sweet,0
sushi quality,0
walking distance,0
rice fried,0
customers really,0
patio wonderful,0
well especially,0
decent little,0
delicious cooked,0
taco shell,0
end result,0
people lunch,0
sat good,0
meal given,0
ok wife,0
love mushrooms,0
stuffed grape,0
textures flavors,0
get quality,0
three pieces,0
night manager,0
italian fare,0
service waitress,0
sauce etc,0
everything went,0
breakfast burritos,0
living room,0
still get,0
order paid,0
brisket dry,0
bottomless mimosas,0
chicken maybe,0
overall fantastic,0
flavor know,0
else know,0
one found,0
place earth,0
dinner recently,0
4 servers,0
meal good,0
best friends,0
kitchen slow,0
tequila selection,0
wine nice,0
food disappoint,0
amazing far,0
one bothered,0
hot chocolates,0
week food,0
day usually,0
butter syrup,0
seats inside,0
pretty quickly,0
waitress says,0
answer yes,0
ask refill,0
main courses,0
plate really,0
visiting pittsburgh,0
delivery charge,0
ever entire,0
noodles soup,0
small great,0
experience nothing,0
finally someone,0
dip chicken,0
along strip,0
back everyone,0
burrito beans,0
6 wings,0
plenty food,0
bread dipping,0
food available,0
might miss,0
great boyfriend,0
butter cup,0
white castle,0
selections good,0
perfectly soft,0
usually love,0
though portions,0
time really,0
restaurant neighborhood,0
especially vegas,0
things note,0
cream sandwich,0
good scallops,0
empty drink,0
corn muffins,0
one 10,0
time finishing,0
know thing,0
ramen shop,0
picky food,0
per week,0
us long,0
table space,0
yelp found,0
minutes could,0
fettuccine alfredo,0
20 times,0
home hungry,0
lots seafood,0
chicken well,0
made back,0
sauce loved,0
etc think,0
outside juicy,0
drink 1,0
drink 3,0
drink 2,0
drink 5,0
drink 4,0
drink 7,0
drink 6,0
right oven,0
flavor back,0
make sick,0
could well,0
fantastic selection,0
around 3,0
ok better,0
around 1,0
natural flavor,0
around 7,0
kids running,0
around 5,0
around 4,0
around 9,0
around 8,0
offer delivery,0
cannot recall,0
given chance,0
another fantastic,0
another nice,0
drink ordered,0
made dish,0
one guy,0
tried french,0
ignoring us,0
asked move,0
couple hours,0
spinach salad,0
duck wings,0
lazy sunday,0
walnut salad,0
wish something,0
expected great,0
back ordering,0
fresh daily,0
menu full,0
chicken one,0
back glad,0
night open,0
chicken lunch,0
day later,0
hour first,0
ordered meals,0
also remember,0
maybe 2,0
bean sprout,0
pound shrimp,0
sure come,0
well asked,0
good best,0
must haves,0
large part,0
fries thick,0
told waiter,0
staff bad,0
time downtown,0
warm greeting,0
far superior,0
however looking,0
first time,0
tasting menus,0
dinner excellent,0
credit card,0
menu location,0
clean comfortable,0
way enjoy,0
say last,0
hummus great,0
sat 5,0
garlic fries,0
opted sit,0
big big,0
buy 1,0
sauce okay,0
willing make,0
buy 2,0
delicious thought,0
maybe ordered,0
ordered received,0
breakfast get,0
amazing italian,0
fresh spring,0
ramen soup,0
pasta perfectly,0
stop coming,0
favorite place,0
may back,0
much desired,0
wait long,0
course served,0
restaurant bring,0
duck noodle,0
location definitely,0
meal prices,0
draft beer,0
expect service,0
guess expect,0
side note,0
hot warm,0
2 shrimp,0
used place,0
thanks much,0
sauce covered,0
making hungry,0
start serving,0
get card,0
trying things,0
truly appreciate,0
back perfect,0
place even,0
selection different,0
west end,0
varied menu,0
sandwich pizza,0
manager staff,0
instead food,0
friends looking,0
oh ya,0
chicken plate,0
little 2,0
awesome music,0
salsa got,0
glazed chicken,0
modern steak,0
delicious dish,0
rest day,0
great potential,0
dish bad,0
restaurant warm,0
without onions,0
usually pretty,0
grain bread,0
guess really,0
beer awesome,0
good blow,0
flavor could,0
friendly employees,0
trip ordered,0
pop type,0
plate tasty,0
nut muffin,0
made evening,0
soba noodles,0
dessert selection,0
took place,0
today great,0
mine really,0
week menu,0
feeling adventurous,0
bit uncomfortable,0
left 2,0
jalapeno bacon,0
eating mexican,0
coming even,0
free bread,0
left back,0
like business,0
overall happy,0
pizza heaven,0
everything delicious,0
lots tv,0
entree good,0
dj spinning,0
best taco,0
happy eating,0
put words,0
pizza maybe,0
wood roasted,0
working nice,0
fast one,0
wrong everything,0
looked place,0
looked nothing,0
get business,0
place sooner,0
cheese fantastic,0
yes make,0
food deliver,0
iced coffee,0
still loved,0
weekend went,0
item order,0
got tacos,0
wings tasty,0
poor experience,0
full plate,0
tons tvs,0
may see,0
sushi great,0
always cooked,0
well regular,0
got takeout,0
based quality,0
serves purpose,0
well used,0
brulee good,0
drizzled honey,0
chef nice,0
thank yelpers,0
like movie,0
salad instead,0
best homemade,0
minutes made,0
spicy shrimp,0
spice like,0
fries salty,0
filling meal,0
food man,0
glass white,0
staff welcoming,0
good oh,0
menu ordering,0
cocktails bar,0
die hard,0
sandwich definitely,0
caramel apple,0
soggy even,0
surprised since,0
7 dollars,0
sure location,0
food may,0
juke box,0
even dinner,0
enjoyed first,0
brunch amazing,0
hubby got,0
come ordered,0
99 time,0
mushroom sauce,0
variety desserts,0
view restaurant,0
dinner drink,0
trying everything,0
thing since,0
try however,0
wait next,0
see pics,0
buffets las,0
seem quite,0
sauce salmon,0
twice got,0
think love,0
friendly loved,0
part dessert,0
awesome could,0
paying 15,0
margarita good,0
paying 10,0
ask better,0
long island,0
bar atmosphere,0
place seems,0
combination pho,0
specials every,0
steak side,0
get door,0
rush get,0
noticed one,0
cash credit,0
carson kitchen,0
beer taps,0
dessert choices,0
saturday dinner,0
food vegetarian,0
want healthy,0
sauce complimented,0
almond milk,0
card charged,0
huge plates,0
people dancing,0
might look,0
water came,0
times tried,0
looked appealing,0
dessert pizza,0
back owner,0
looked yummy,0
delicious rolls,0
another place,0
appetizer portion,0
asked change,0
horrible service,0
super healthy,0
day work,0
hard core,0
eat area,0
tad overpriced,0
rolls good,0
place hot,0
outstanding well,0
food bartender,0
italian dining,0
great chocolate,0
large party,0
really took,0
right dinner,0
awesome however,0
wall art,0
pretty greasy,0
shrimp spring,0
back wish,0
staying mirage,0
know taste,0
used getting,0
service business,0
one daily,0
wheat bread,0
day since,0
new flavors,0
one las,0
good ole,0
others also,0
anything fried,0
burger maybe,0
quality great,0
dishes probably,0
smothered cheese,0
excellent every,0
pretty amazing,0
garlic cream,0
menu kind,0
tofu fries,0
mariachi band,0
standing next,0
though good,0
please take,0
though think,0
want steak,0
price cheap,0
margherita pizza,0
hot stone,0
pork tacos,0
fish market,0
margaritas good,0
salad service,0
going home,0
excellent could,0
time family,0
big hit,0
flavor dish,0
super attentive,0
though always,0
tapas place,0
say find,0
friend two,0
bright orange,0
outstanding one,0
ready 15,0
place although,0
ready 10,0
wish would,0
sandwich full,0
rare filet,0
salad pork,0
want take,0
little salad,0
99 person,0
served fries,0
menu pizza,0
idea good,0
even vegan,0
menu appetizers,0
served fried,0
eat phoenix,0
go spend,0
definitely best,0
second day,0
wait saturday,0
keeps coming,0
often food,0
good table,0
every one,0
restaurant waiting,0
blue fin,0
kinda place,0
food work,0
real authentic,0
cool location,0
menu online,0
spot sure,0
watch chefs,0
enough justify,0
loved fact,0
well maybe,0
5 times,0
one worth,0
casual date,0
line cook,0
day nothing,0
one done,0
stick know,0
free drinks,0
high portions,0
came around,0
great outside,0
service fresh,0
surprised place,0
fantastic everything,0
drink well,0
veggies always,0
shrimp curry,0
come really,0
ever ordered,0
fantastic burger,0
place puts,0
restaurant took,0
made really,0
vegas coming,0
live place,0
food montreal,0
breakfast joints,0
really well,0
friendly back,0
sushi area,0
start beginning,0
dinner portions,0
us sushi,0
salad another,0
add additional,0
truffle mayo,0
food customers,0
paid left,0
great free,0
great beer,0
still flavorful,0
ingredients also,0
walk doors,0
good drink,0
pizza couple,0
better eating,0
get shit,0
say bit,0
cinnamon ice,0
cannot recommend,0
eyes bigger,0
several us,0
spanish rice,0
sometime soon,0
small line,0
good tasted,0
best bet,0
paying attention,0
everything amazing,0
much loved,0
bad tried,0
jerk pork,0
beer burger,0
food seemed,0
starbucks coffee,0
since never,0
nice old,0
get soda,0
pizza make,0
much enjoyed,0
asked still,0
dish full,0
hostess asked,0
try restaurant,0
come group,0
back want,0
well average,0
club sandwich,0
seeing menu,0
noodles also,0
plenty leftovers,0
00 dollars,0
thank yelp,0
order usual,0
butcher paper,0
decided wait,0
flavor little,0
price ordered,0
feels good,0
week went,0
pizza fine,0
pizza find,0
ok sauce,0
nice view,0
wanted burger,0
soup grilled,0
conversation food,0
something liked,0
decent sandwich,0
kind wish,0
customer service,0
change things,0
one wait,0
outdoor dining,0
made bad,0
table take,0
line gets,0
one giant,0
normal food,0
yes best,0
incredibly disappointed,0
able stop,0
single thing,0
ordered sea,0
ordered three,0
love em,0
given us,0
pizza tastes,0
bar nice,0
cheese huge,0
actually fresh,0
told waiting,0
celebrating anniversary,0
pizza tasted,0
bar stool,0
perfect thin,0
veggie fried,0
